algorithms,AI,computational science,computer architecture,computer engineering,computer graphics,computer hardware,computer network,computer security,computer vision,data mining,data science,database,distributed computing,embedded systems,human-computer interaction,information retrieval,internet privacy,knowledge management,library science,machine learning,multimedia,natural language processing,operating systems,parallel computing,pattern recognition,programming languages,real-time computing,simulation,software engineering,speech recognition,telecommunications,theoretical computer science,world wide web
,,,,,,,,,,,,,,,,,,,0.4598272665175412,,,,,,,,,0.5401727334824588,,,,,
,,,0.4932138579613579,,,0.4291684686071732,,,,,,,,,,,,,,,,,0.07761767343146873,,,,,,,,,,
,0.1665778579605395,,,,0.16090005691104703,,,,0.02284810357497554,,,,,,0.1732531756547124,,,,,0.22064112835016966,,0.11412468169254182,,,0.058743208332837075,,,,,0.08291178752317699,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,,,,0.1874741692500737,,,,0.2961043804251722,,,,,,,,,,,0.21471992477607324,,,,,0.3017015255486809,,,,,,,,
0.2684334526735507,,,,0.09216983399163912,,,0.09277133792998025,0.08655971009268894,,,,,,,,,0.23181237480070147,,,,0.06757183501158628,,,,,,,,0.012527117805360258,,,0.1481543376944929,
0.16011128335520805,,,,0.13349682248226213,,,0.16496696778074516,0.10983662226577778,,,,,,,,,0.022163102407940363,,,,0.19771489932402264,,,,,,,,0.14098922682097517,,,0.07072107556306881,
,,,,,,,,,,0.14825788988811905,0.07401905321424716,0.31838680975576295,,,,0.018454827404676924,,0.12738585422924137,,,,,,,,,,,,,,,0.31349556550795254
,,,,,,,,,,,,,,0.5235208403640104,,,,,,,,,,,,,0.47647915963598975,,,,,,
,,,,0.24901362704588947,,,0.16968290353160412,0.13200704729181842,,,,,,,,,0.3231110235747168,,,,,,,,,,,,0.12618539855597116,,,,
,,,,,,,,,,,,,,0.7823552772433728,,,,,,,,,,,,,0.21764472275662708,,,,,,
,,,,0.14341128279069737,,,0.07374420906157915,0.3500297324930832,,,,,,,,,0.19690543288553874,,,,,,,,,,,,0.23590934276910153,,,,
,,,,,,,,,,0.047336672276793404,0.044178915067314514,0.46313042902057183,,,,0.108797212097824,,0.12770042696526632,,,,,,,,,,,,,,,0.20885634457222987
,,,,,,,,,,,,,,,,,,,0.5582867499390942,,,,,,,,,0.44171325006090584,,,,,
0.1291949276251287,,,,0.02488635162690386,,,0.22737745555865785,0.12191755070285601,,,,,,,,,0.019156737705163317,,,,0.10399601922272722,,,,,,,,0.20515275668079486,,,0.16831820087776825,
,,,,,0.1341351496167446,,,,0.4574329353412059,,,,,,,,,,,0.3378717857399207,,,,,0.0705601293021289,,,,,,,,
0.06983247706844212,,,,0.21009270059787505,,,0.07707630507699907,0.1517017460277691,,,,,,,,,0.1702210747502933,,,,0.19231197211486664,,,,,,,,0.0265989800060616,,,0.10216474435769325,
,,,,,,,,,,,,,,,,,,,0.5289560269782838,,,,,,,,,0.4710439730217163,,,,,
0.48558680629050666,,,,,,,,,,,,,,,,,,,,,0.49613682201021725,,,,,,,,,,,0.018276371699276053,
,,,,,,,,,,,,,,,,,,,0.5986232641235113,,,,,,,,,0.40137673587648875,,,,,
,,,,0.15024659674675703,,,0.13710023723146847,0.18534655082283186,,,,,,,,,0.31598669430431425,,,,,,,,,,,,0.21131992089462842,,,,
,,,,,,,,,,0.20246946209029776,0.02462665214473304,0.3171531980953076,,,,0.26113455836211635,,0.01177689113389989,,,,,,,,,,,,,,,0.18283923817364536
,,,0.16466622081945076,,,0.481558942162676,,,,,,,,,,,,,,,,,0.3537748370178732,,,,,,,,,,
,,,,,0.44344548897880487,,,,0.1413650300969719,,,,,,,,,,,0.20706718523577242,,,,,0.20812229568845073,,,,,,,,
,,,,,,,,,,0.06903579188311487,0.3114786927737174,0.2152007702181626,,,,0.11444876711212965,,0.24576759539243528,,,,,,,,,,,,,,,0.04406838262044004
0.1965131318191931,,,,,,,,,,,,,,,,,,,,,0.7814261622827446,,,,,,,,,,,0.022060705898062215,
0.8790936660287315,,,,,,,,,,,,,,,,,,,,,0.05299635163131666,,,,,,,,,,,0.06790998233995182,
0.4350263296552644,,,,,,,,,,,,,,,,,,,,,0.08677266813551172,,,,,,,,,,,0.47820100220922396,
,,,,,,,,,,,,,,,,,,,0.2353357178806787,,,,,,,,,0.7646642821193214,,,,,
,,0.015939647982761547,,,,,,,,,,,0.4564449890047359,,,,,,,,,,,0.2123259131688183,,,,,,,0.3152894498436843,,
,,,,,0.08966339007070684,,,,0.27753463224947855,,,,,,,,,,,0.09461903173999701,,,,,0.5381829459398175,,,,,,,,
,0.28629975751005615,,,,,,,,,,,,,,,,,,,,,0.07642584840895951,,,0.2119646765423145,,,,,0.4253097175386699,,,
,0.1930376492656193,,,,0.21384720022970832,,,,0.12204127581654671,,,,,,0.033576300564604006,,,,,0.05808507930329649,,0.20751419702511353,,,0.032776779581434455,,,,,0.13912151821367721,,,
0.04553230333355349,,,,0.03795576097678931,,,0.25410883041996,0.017918077551713246,,,,,,,,,0.1301405885806669,,,,0.22977111189392718,,,,,,,,0.1495011817634242,,,0.1350721454799656,
,0.21353250492120834,,,,0.007340191601149408,,,,0.16348570225995857,,,,,,0.22504299172541103,,,,,0.02217527747569495,,0.026017343171959806,,,0.09150950162086849,,,,,0.25089648722374935,,,
,,,,,0.08729811872529919,,,,0.35739206556891656,,,,,,,,,,,0.2206680891398339,,,,,0.3346417265659505,,,,,,,,
,0.220732485619124,,,,,,,,,,,,,,,,,,,,,0.4177795483392494,,,0.10909577742984905,,,,,0.2523921886117775,,,
,,,,,,,,,,,,,,0.7557706028836761,,,,,,,,,,,,,0.24422939711632385,,,,,,
,,,0.3892577558959149,,,0.03276239269931849,,,,,,,,0.3734690180649155,,,,,,,,,0.08847595281369325,,,,0.11603488052615793,,,,,,
,,0.5083751536183283,,,,,,,,,,,0.1437502452509521,,,,,,,,,,,0.32987756404130814,,,,,,,0.017997037089411576,,
,,,0.41258969865385214,,,0.17414823553648082,,,,,,,,,,,,,,,,,0.41326206580966696,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.8889139013955626,,,,,,,,,0.11108609860443752,,,,,
,,,,,,,,,,,,,,,,,,,0.5603739662875361,,,,,,,,,0.43962603371246395,,,,,
,,,,0.2241463675508552,,,0.11304700328765294,0.25419482887980416,,,,,,,,,0.15365735419287813,,,,,,,,,,,,0.2549544460888096,,,,
,0.268365940445501,,,,,,,,,,,,,,,,,,,,,0.1469065809042434,,,0.5172495425506868,,,,,0.06747793609956887,,,
0.2868386105505323,,,,,,,,,,,,,,,,,,,,,0.4283332664916924,,,,,,,,,,,0.2848281229577754,
0.03238219037342429,,,,0.08151242772021788,,,0.20918091644410164,0.2457269884018,,,,,,,,,0.054224002506627435,,,,0.1430743598661019,,,,,,,,0.06251526167211167,,,0.17138385301561512,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,0.2936704616062762,,,,,,,,,,,0.18372303879929017,,,,,,,,,,,0.22066587126057186,,,,,,,0.30194062833386176,,
,,,,,,,,,,0.23932958665871878,0.11329095268811856,0.2053730529174974,,,,0.06996186201886058,,0.1939913096552601,,,,,,,,,,,,,,,0.17805323606154466
,0.10205642201224385,,,,0.04803723977148023,,,,0.12309431706999728,,,,,,0.01974010082859347,,,,,0.20294670356713934,,0.18940455976748014,,,0.29144129105884,,,,,0.023279365924225654,,,
,0.43705703070843,,,,,,,,,,,,,,,,,,,,,0.26461339787465166,,,0.11218122718328719,,,,,0.1861483442336312,,,
,,,,,,,,,,,,,,,,,,,0.8103396359140749,,,,,,,,,0.18966036408592507,,,,,
,,,0.08129859706340627,,,0.1678333692311496,,,,,,,,0.14479225984107816,,,,,,,,,0.32046088057775657,,,,0.2856148932866093,,,,,,
0.2877866220193131,,,,,,,,,,,,,,,,,,,,,0.3043520090011723,,,,,,,,,,,0.40786136897951464,
,,,,,,,,,,,,,,0.6489209639813731,,,,,,,,,,,,,0.35107903601862694,,,,,,
,,,,,0.6962890511654549,,,,0.038669022503480865,,,,,,,,,,,0.24069260123170047,,,,,0.024349325099363727,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.3780438416305524,,,,,,,,,0.6219561583694476,,,,,
,,,0.3336419258700619,,,0.6150848572602264,,,,,,,,,,,,,,,,,0.05127321686971149,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
0.17777496296364464,,,,0.09589868232719208,,,0.0775942492879689,0.14185678575890828,,,,,,,,,0.08963957524840767,,,,0.1553667169855499,,,,,,,,0.14279502371103625,,,0.11907400371729211,
,,,,,,,,,,0.17860094635991705,0.14558809705959846,0.06516147361916522,,,,0.14185787954810636,,0.2340225814502533,,,,,,,,,,,,,,,0.2347690219629596
,,,,,,,,,,,,,,0.14819963665262154,,,,,,,,,,,,,0.8518003633473785,,,,,,
,,,0.2372917005850085,,,0.3946753560269945,,,,,,,,,,,,,,,,,0.36803294338799697,,,,,,,,,,
,,,,0.12250335810338905,,,0.11710074787581376,0.32004927299131297,,,,,,,,,0.27182829686812554,,,,,,,,,,,,0.1685183241613588,,,,
,0.22194825030809975,,,,,,,,,,,,,,,,,,,,,0.11467329394776223,,,0.5199982624288374,,,,,0.14338019331530072,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
0.07911259335259345,,,,0.17246672181160982,,,0.22150582529440715,0.032581760734635756,,,,,,,,,0.2107878940866462,,,,0.042284522249145036,,,,,,,,0.1557361471273438,,,0.08552453534361876,
,,,,0.145617574090058,,,0.1677364218737582,0.184477902981855,,,,,,,,,0.15459768277372513,,,,,,,,,,,,0.3475704182806036,,,,
,,,,,0.2954281302280492,,,,0.21262739272472714,,,,,,,,,,,0.36383979350611756,,,,,0.12810468354110613,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.5840633705597161,,,,,,,,,0.41593662944028376,,,,,
,,,,,,,,,,0.15260579593902768,0.07071637216752498,0.026605738252299605,,,,0.2544428424374074,,0.24723480730174502,,,,,,,,,,,,,,,0.2483944439019954
,0.1697767909139681,,,,0.20961188785285564,,,,0.0970494522326837,,,,,,0.17628511013019182,,,,,0.028596955562499433,,0.11632500456355663,,,0.0809693989479425,,,,,0.12138539979630222,,,
,,0.27318867145166764,,,,,,,,,,,0.13269785698190348,,,,,,,,,,,0.1463333676268819,,,,,,,0.44778010393954687,,
,,,,,,,,,,0.06089287817002401,0.2972928718792834,0.023631318352806477,,,,0.11461402074210963,,0.26667708177455324,,,,,,,,,,,,,,,0.23689182908122322
,0.28707393950990484,,,,,,,,,,,,,,,,,,,,,0.28281005694151146,,,0.3139553059045655,,,,,0.11616069764401822,,,
0.03682562964564852,,,,0.17748301727614857,,,0.1281805297900021,0.13628396786350547,,,,,,,,,0.05107397141916797,,,,0.19767684949681047,,,,,,,,0.1768532276298777,,,0.0956228068788392,
0.17365804846020502,,,,0.02103602012277141,,,0.0725167958245337,0.054338945468399735,,,,,,,,,0.20725224818083243,,,,0.12014883963252988,,,,,,,,0.20312721396142128,,,0.14792188834930653,
,0.1401430487781184,,,,0.21931527055206884,,,,0.036064584255892373,,,,,,0.02425561135584995,,,,,0.08956937169308808,,0.1384564269393243,,,0.19251504904036157,,,,,0.1596806373852965,,,
,,,,,,,,,,0.03809175709814838,0.12938085404503688,0.07762960156554445,,,,0.31667781071404943,,0.22881847171023506,,,,,,,,,,,,,,,0.20940150486698583
,,,,,,,,,,,,,,,,,,,0.2103849951354154,,,,,,,,,0.7896150048645847,,,,,
0.14968935235040595,,,,0.08588666227609487,,,0.07203420838379673,0.034449918166658426,,,,,,,,,0.09204476729955267,,,,0.20740570448640877,,,,,,,,0.2580795359653723,,,0.10040985107171028,
,,,0.16740723760544773,,,0.2657251395443284,,,,,,,,0.25971048222472165,,,,,,,,,0.16258628023266752,,,,0.14457086039283465,,,,,,
,,,,,,,,,,0.33825060374231697,0.25085024705592557,0.016652379526820197,,,,0.1414686513283579,,0.06061075053046577,,,,,,,,,,,,,,,0.19216736781611365
,0.10451408390935682,,,,0.07624981968567557,,,,0.17477981743901883,,,,,,0.03642041778586471,,,,,0.15268828338805882,,0.19259445934320435,,,0.09148373353174492,,,,,0.17126938491707605,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,0.3346996263920701,,,,,,,,,,,,,,,,,,,,,0.16233755563868577,,,0.28437617762098866,,,,,0.21858664034825545,,,
,,0.055833658430275025,,,,,,,,,,,0.39063647297756393,,,,,,,,,,,0.19121050412379853,,,,,,,0.3623193644683625,,
,,,,,,,,,,,,,,0.1414140928856334,,,,,,,,,,,,,0.8585859071143666,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,0.12042006692724258,,,,,,,,,,,,,,,,,,,,,0.15219023041336538,,,0.40568823347920024,,,,,0.32170146918019177,,,
,,,,,,,,,,0.20655904945542206,0.014318403643592732,0.03552347309613849,,,,0.30501445109853637,,0.2748196589319893,,,,,,,,,,,,,,,0.1637649637743211
,,,,0.03738028169386318,,,0.2999515819165535,0.1964146852519246,,,,,,,,,0.2900962889293725,,,,,,,,,,,,0.1761571622082862,,,,
,,,,0.020013195308567065,,,0.40583851498344403,0.09137181247532045,,,,,,,,,0.2227315407758917,,,,,,,,,,,,0.26004493645677673,,,,
,,,,0.2528534971663582,,,0.1675039444743437,0.22767647744913205,,,,,,,,,0.08263969230205817,,,,,,,,,,,,0.2693263886081078,,,,
,,0.396597308612234,,,,,,,,,,,0.14757112582523876,,,,,,,,,,,0.20857452846229857,,,,,,,0.2472570371002287,,
,,,,,0.2628844568195628,,,,0.34574568133058353,,,,,,,,,,,0.06965457850982934,,,,,0.3217152833400244,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.2612920503881277,,,,,,,,,0.7387079496118724,,,,,
,,0.27722041207915943,,,,,,,,,,,0.08929323422256774,,,,,,,,,,,0.5130134609347219,,,,,,,0.12047289276355094,,
,,,,0.17330183249584255,,,0.2962059813083633,0.29881104450551227,,,,,,,,,0.18036433557679238,,,,,,,,,,,,0.05131680611348953,,,,
,0.35323958375862785,,,,,,,,,,,,,,,,,,,,,0.2821327618067608,,,0.31981004211190717,,,,,0.044817612322704335,,,
0.15433099618717994,,,,,,,,,,,,,,,,,,,,,0.40077454202086993,,,,,,,,,,,0.44489446179195014,
,0.3811723514132362,,,,,,,,,,,,,,,,,,,,,0.2801583100421333,,,0.08209693912367877,,,,,0.2565723994209518,,,
,,0.39319407397700207,,,,,,,,,,,0.3408305472978282,,,,,,,,,,,0.07751459740510853,,,,,,,0.18846078132006122,,
,,,,,,,,,,,,,,0.4489930962480678,,,,,,,,,,,,,0.5510069037519322,,,,,,
,,,,,0.05481724156682666,,,,0.15515420899180665,,,,,,,,,,,0.3586434317265088,,,,,0.43138511771485794,,,,,,,,
,,,,,0.16177063920714074,,,,0.30521609115256276,,,,,,,,,,,0.17531303633882678,,,,,0.3577002333014697,,,,,,,,
,,,,0.21053623633143506,,,0.2472767573046487,0.17495886914487685,,,,,,,,,0.20759419290995668,,,,,,,,,,,,0.1596339443090827,,,,
,,,,,,,,,,0.21425163767657246,0.07345074813423462,0.2881813949183966,,,,0.3012601405206978,,0.013344417993462305,,,,,,,,,,,,,,,0.1095116607566362
,,,,,,,,,,,,,,,,,,,0.3036048156135302,,,,,,,,,0.6963951843864697,,,,,
,,,,,0.3499856177694268,,,,0.36965273719945413,,,,,,,,,,,0.11513601705300928,,,,,0.1652256279781096,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,,0.17906907755963952,,,0.4562598782373721,,,,,,,,,,,,,,,,,0.36467104420298835,,,,,,,,,,
0.13592941216874316,,,,0.14542784429686953,,,0.13192459595485556,0.047227495337683625,,,,,,,,,0.19830149965429072,,,,0.1101940820630144,,,,,,,,0.04911442379292013,,,0.18188064673162288,
,,,,,,,,,,,,,,0.5875692025457786,,,,,,,,,,,,,0.41243079745422134,,,,,,
0.16551405344885933,,,,0.09504228943427638,,,0.13497924483444879,0.08878347524114225,,,,,,,,,0.1862016004259988,,,,0.04437541741811316,,,,,,,,0.18845190358367636,,,0.0966520156134849,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,,,0.520652013762313,,,0.22320446486823695,0.0018183262506482388,,,,,,,,,0.006362220169668026,,,,,,,,,,,,0.24796297494913375,,,,
0.4005410797250833,,,,,,,,,,,,,,,,,,,,,0.478743847809772,,,,,,,,,,,0.12071507246514485,
0.16631481704646384,,,,0.11892961199471389,,,0.1291621420753824,0.14876270120703966,,,,,,,,,0.12534639781585233,,,,0.18839466288368278,,,,,,,,0.07495066795164973,,,0.04813899902521534,
0.013754742433849498,,,,0.06884896874845772,,,0.11526540376660704,0.19981058740799423,,,,,,,,,0.1666479609090628,,,,0.19379368154832616,,,,,,,,0.2212835606510623,,,0.0205950945346403,
,0.3964322176473432,,,,,,,,,,,,,,,,,,,,,0.15989010306296386,,,0.1822060324845202,,,,,0.26147164680517276,,,
,,,,,,,,,,0.2094988621693399,0.17113668350763622,0.19553929265317616,,,,0.2512692277040901,,0.09000994237697385,,,,,,,,,,,,,,,0.08254599158878372
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
0.04392883020133476,,,,0.21894399219996288,,,0.0026720398826932212,0.19128899203224395,,,,,,,,,0.007056558649603736,,,,0.25316697581903974,,,,,,,,0.2616023210990594,,,0.02134029011606224,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,0.87363409934455,,,,,,,,,0.12636590065545,,,,,
,,,0.08611551148143026,,,0.7265969161640076,,,,,,,,,,,,,,,,,0.18728757235456214,,,,,,,,,,
,0.06211970273068564,,,,0.2446215099366463,,,,0.22627651648166003,,,,,,0.007865853208736628,,,,,0.15071028083405658,,0.1568158080659088,,,0.09462312021543476,,,,,0.05696720852687122,,,
,,,,,,,,,,0.2337211070972811,0.22692271912069428,0.20784143142873626,,,,0.008482016579456922,,0.18443205308587707,,,,,,,,,,,,,,,0.1386006726879544
,,0.3063292209560662,,,,,,,,,,,0.45861618887585315,,,,,,,,,,,0.16105913380566667,,,,,,,0.07399545636241404,,
,,,,,0.3291091909786875,,,,0.34763233106647706,,,,,,,,,,,0.3011928440037114,,,,,0.022065633951124087,,,,,,,,
0.2109822192357068,,,,0.004815254076462154,,,0.1549363453528489,0.13773611618965428,,,,,,,,,0.10547956300156364,,,,0.11953598453735421,,,,,,,,0.2333565189656984,,,0.033157998640711554,
,,,,0.043875759491831014,,,0.3077143970861983,0.23195250465054365,,,,,,,,,0.29603881435354173,,,,,,,,,,,,0.12041852441788527,,,,
,0.026127317635159995,,,,0.2835043449831646,,,,0.0834595556787198,,,,,,0.14033192750176154,,,,,0.11814810502426491,,0.09135407784748667,,,0.2134024769417747,,,,,0.04367219438766778,,,
0.10414976348403872,,,,0.0800815169992536,,,0.09668469976358635,0.07296028341095766,,,,,,,,,0.2562496996996179,,,,0.09635464472686842,,,,,,,,0.11582258621394059,,,0.17769680570173674,
,,,0.1678907877060107,,,0.04640748248318882,,,,,,,,0.5324883068084777,,,,,,,,,0.11174911255585956,,,,0.14146431044646327,,,,,,
,,,,,,,,,,,,,,,,,,,0.9684612635586483,,,,,,,,,0.03153873644135175,,,,,
,,,,,,,,,,0.06457600798859857,0.2508213295862206,0.021115892853916143,,,,0.12621046117080095,,0.2532582583027585,,,,,,,,,,,,,,,0.2840180500977052
,,,0.586087562290795,,,0.3639891270379984,,,,,,,,,,,,,,,,,0.04992331067120684,,,,,,,,,,
0.39146192508703925,,,,,,,,,,,,,,,,,,,,,0.3596313036408225,,,,,,,,,,,0.24890677127213814,
,,,,,0.1975540169480883,,,,0.34469763864847613,,,,,,,,,,,0.16868757582291152,,,,,0.28906076858052404,,,,,,,,
,0.2521869518901836,,,,,,,,,,,,,,,,,,,,,0.030444796737240067,,,0.310069760579572,,,,,0.40729849079300434,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,0.4083381032494837,,,,,,,,,,,0.36720413464130425,,,,,,,,,,,0.17333233987993857,,,,,,,0.051125422229273465,,
,,,,0.26215472907134013,,,0.19328084828048275,0.21205671530567108,,,,,,,,,0.2758872413101949,,,,,,,,,,,,0.056620466032311176,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,,,0.30121179141782733,,,0.1722047533110395,,,,,,,,0.28768045061738257,,,,,,,,,0.21835970612205008,,,,0.020543298531700727,,,,,,
,,,,,0.05198368247655797,,,,0.4829386759489309,,,,,,,,,,,0.46212024178373945,,,,,0.0029573997907716746,,,,,,,,
,0.3502150275145932,,,,,,,,,,,,,,,,,,,,,0.29729741523342745,,,0.23713549127625058,,,,,0.11535206597572864,,,
0.42352116360111325,,,,,,,,,,,,,,,,,,,,,0.5018462354088922,,,,,,,,,,,0.07463260098999462,
,,,,,0.13598417528202794,,,,0.10678321797464133,,,,,,,,,,,0.3976837437040257,,,,,0.359548863039305,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.6313567484575305,,,,,,,,,0.3686432515424695,,,,,
,,,,,,,,,,,,,,0.6953187238748124,,,,,,,,,,,,,0.3046812761251875,,,,,,
,,,,,,,,,,,,,,0.3343633259790479,,,,,,,,,,,,,0.6656366740209521,,,,,,
0.17233163902487916,,,,0.14624113350113377,,,0.1818919578538076,0.14652194460743626,,,,,,,,,0.007959985804243752,,,,0.09753099187026572,,,,,,,,0.08960633606203483,,,0.15791601127619878,
,0.13132316034447777,,,,,,,,,,,,,,,,,,,,,0.5141567325893317,,,0.05251295635612957,,,,,0.3020071507100608,,,
,0.5617938129680696,,,,,,,,,,,,,,,,,,,,,0.01927189810486807,,,0.3449657673179185,,,,,0.07396852160914388,,,
,,,,,0.1723034063895222,,,,0.0450692138839749,,,,,,,,,,,0.6957982526983599,,,,,0.08682912702814301,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.45942747121443267,,,,,,,,,0.5405725287855673,,,,,
,0.3301176161805238,,,,,,,,,,,,,,,,,,,,,0.1902761055891748,,,0.35118393215815,,,,,0.12842234607215136,,,
,,,,,,,,,,,,,,0.6521307733857016,,,,,,,,,,,,,0.3478692266142984,,,,,,
,0.18469306643077205,,,,0.07945007606957108,,,,0.04433169475298318,,,,,,0.02077005841035026,,,,,0.203004954110744,,0.1444106702367008,,,0.18245800546395605,,,,,0.14088147452492258,,,
,,,0.0961219761571066,,,0.2416456871881459,,,,,,,,0.29866214387215123,,,,,,,,,0.2905511708986442,,,,0.07301902188395222,,,,,,
,0.06937411827160016,,,,0.23216201638080164,,,,0.03540844848180295,,,,,,0.17940940374022876,,,,,0.04426346368026337,,0.20340062872053905,,,0.1576620041113229,,,,,0.07831991661344123,,,
,,0.45991891396625934,,,,,,,,,,,0.22269088050648428,,,,,,,,,,,0.19981330171496733,,,,,,,0.11757690381228915,,
,,,0.22258213343327835,,,0.2130244290707927,,,,,,,,0.19421510417809146,,,,,,,,,0.07802726619424326,,,,0.29215106712359434,,,,,,
0.012236279767872756,,,,0.1356286235990016,,,0.08793572570905585,0.03260366467566,,,,,,,,,0.17391798622850346,,,,0.11665228617872878,,,,,,,,0.21576837220777084,,,0.22525706163340675,
,0.08089291535397977,,,,0.06679490233556984,,,,0.040496506998188506,,,,,,0.22093170848433055,,,,,0.23464563417238704,,0.10641371350464093,,,0.08938015418391877,,,,,0.16044446496698467,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
0.4050885469311081,,,,,,,,,,,,,,,,,,,,,0.3919393882899911,,,,,,,,,,,0.2029720647789009,
,,,,,0.2782019656237457,,,,0.12684905874535687,,,,,,,,,,,0.2627613754748958,,,,,0.33218760015600163,,,,,,,,
,,,0.14080241649056138,,,0.40703529525189813,,,,,,,,0.005170845565896791,,,,,,,,,0.3418687449198392,,,,0.10512269777180457,,,,,,
,,,,0.2545200137397018,,,0.2509991084794418,0.14300061108751905,,,,,,,,,0.16955937906945154,,,,,,,,,,,,0.1819208876238858,,,,
0.052289342796983516,,,,,,,,,,,,,,,,,,,,,0.17901073027711742,,,,,,,,,,,0.7686999269258991,
,,,0.02086305793555207,,,0.07009836245051805,,,,,,,,0.23982823623198485,,,,,,,,,0.3117941749695692,,,,0.35741616841237583,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
